Alveolar_retention_five_mg,Alveolar_retention_h_mg,Alveolar_retention_w_mg,Alveolar_retention_y_mg,Alveolar_surface_cm2,Clearance,Deposited_per_area_five_mg/cm2,Deposited_per_area_h_mg/cm2,Deposited_per_area_w_mg/cm2,Deposited_per_area_y_mg/cm2,Exposure,Exposure_time_d,Exposure_time_h,Exposure_time_w,Lung_Model,Substance,agg_diameter_nm,density_g/cm2,pp_diameter_nm,sex
5.462000000000001,,,,792000.0,Yes,,6.9e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,Crystalline SiO2,105.5,2.525333037,100.0,man
5.7989999999999995,,,,792000.0,Yes,,7.32e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,Crystalline SiO2,100.0,2.65,100.0,man
1.213,,,,792000.0,Yes,,1.53e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Crystalline SiO2,203.3,2.611254667,200.0,man
,2.0,367.7,67.9,792000.0,Yes,2.53e-06,,0.00046426800000000005,8.57e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Crystalline SiO2,203.3,2.611254667,200.0,man
1.216,,,,792000.0,Yes,,1.54e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Crystalline SiO2,200.0,2.65,200.0,man
,2.005,368.6,68.1,792000.0,Yes,2.53e-06,,0.000465404,8.6e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Crystalline SiO2,200.0,2.65,200.0,man
3.616,,,,792000.0,Yes,,4.57e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,Crystalline SiO2,203.3,2.611254667,200.0,man
3.625,,,,792000.0,Yes,,4.58e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,Crystalline SiO2,200.0,2.65,200.0,man
0.8192,,,,792000.0,Yes,,1.03e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CuO,391.85,0.9453161609999999,48.89,man
,1.351,248.3,45.9,792000.0,Yes,1.71e-06,,0.00031351,5.7999999999999994e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CuO,391.85,0.9453161609999999,48.89,man
2.9189999999999996,,,,792000.0,Yes,,3.69e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CuO,48.89,6.153,48.89,man
,4.812,884.7,163.4,792000.0,Yes,6.08e-06,,0.001117045,0.000206313,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CuO,48.89,6.153,48.89,man
0.1658,,,,792000.0,Yes,,2.0899999999999998e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,TiO2,170.0,2.1325834230000003,90.0,man
,2.181,400.9,74.0,792000.0,Yes,2.75e-06,,0.000506187,9.340000000000001e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,170.0,2.1325834230000003,90.0,man
0.2629,,,,792000.0,Yes,,3.32e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,TiO2,90.0,3.78,90.0,man
,3.457,635.6,117.4,792000.0,Yes,4.36e-06,,0.000802525,0.000148232,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,90.0,3.78,90.0,man
1.3230000000000002,,,,792000.0,Yes,,1.67e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,170.0,2.1325834230000003,90.0,man
2.097,,,,792000.0,Yes,,2.65e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,90.0,3.78,90.0,man
0.1497,,,,792000.0,Yes,,1.8899999999999999e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,ZnO,193.0,1.41941964,42.0,man
,1.969,361.9,66.8,792000.0,Yes,2.49e-06,,0.00045694400000000004,8.43e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,ZnO,193.0,1.41941964,42.0,man
0.3844,,,,792000.0,Yes,,4.85e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,ZnO,42.0,5.6,42.0,man
1.194,,,,792000.0,Yes,,1.51e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,ZnO,193.0,1.41941964,42.0,man
0.2711,,,,792000.0,Yes,,3.42e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,CeO2,86.0,4.339706537,49.0,man
0.3658,,,,792000.0,Yes,,4.6200000000000003e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,CeO2,49.0,7.2,49.0,man
0.3156,,,,792000.0,Yes,,3.98e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,Ag,66.0,2.198156665,15.0,man
,4.151,763.2,140.9,792000.0,Yes,5.24e-06,,0.000963636,0.00017790400000000002,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Ag,66.0,2.198156665,15.0,man
0.2947,,,,792000.0,Yes,,3.7200000000000005e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,Ag,15.0,8.34,15.0,man
,3.8760000000000003,712.7,131.6,792000.0,Yes,4.89e-06,,0.0008998739999999999,0.000166162,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Ag,15.0,8.34,15.0,man
2.5180000000000002,,,,792000.0,Yes,,3.18e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Ag,66.0,2.198156665,15.0,man
2.351,,,,792000.0,Yes,,2.97e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Ag,15.0,8.34,15.0,man
3.466,,,,792000.0,Yes,,4.38e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,188.8,0.130912547,4.5,man
,1.9180000000000001,352.5,65.1,792000.0,Yes,2.42e-06,,0.000445076,8.22e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,188.8,0.130912547,4.5,man
0.2213,,,,792000.0,Yes,,2.79e-07,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,4.5,3.78,4.5,man
,0.1224,22.5,4.157,792000.0,Yes,1.55e-07,,2.84e-05,5.25e-06,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,4.5,3.78,4.5,man
3.0869999999999997,,,,792000.0,Yes,,3.9e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,222.7,0.150555327,6.2,man
,1.7080000000000002,314.0,58.0,792000.0,Yes,2.16e-06,,0.000396465,7.32e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,222.7,0.150555327,6.2,man
1.101,,,,792000.0,Yes,,1.39e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,6.2,3.78,6.2,man
,0.6088,111.9,20.7,792000.0,Yes,7.690000000000001e-07,,0.000141288,2.61e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,6.2,3.78,6.2,man
3.042,,,,792000.0,Yes,,3.84e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,232.4,0.462214489,22.5,man
,1.683,309.4,57.1,792000.0,Yes,2.13e-06,,0.000390657,7.209999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,232.4,0.462214489,22.5,man
9.076,,,,792000.0,Yes,,1.15e-05,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,22.5,3.78,22.5,man
,5.021,923.0,170.4,792000.0,Yes,6.34e-06,,0.0011654039999999999,0.000215152,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,22.5,3.78,22.5,man
2.399,,,,792000.0,Yes,,3.03e-06,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,344.0,0.47081132200000003,30.0,man
,1.327,244.0,45.0,792000.0,Yes,1.68e-06,,0.000308081,5.68e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,344.0,0.47081132200000003,30.0,man
9.567,,,,792000.0,Yes,,1.21e-05,,,constant,1.0,72.0,1.0,Yeh/Schum Symmetric,TiO2,30.0,4.23,30.0,man
,5.292999999999999,973.0,179.7,792000.0,Yes,6.68e-06,,0.001228535,0.00022689400000000003,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,30.0,4.23,30.0,man
0.1198,,,,792000.0,Yes,,1.51e-07,,,constant,1.0,4.0,1.0,Yeh/Schum Symmetric,TiO2,400.0,0.285373322,20.0,man
,1.182,217.3,40.1,792000.0,Yes,1.49e-06,,0.000274369,5.0600000000000003e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,400.0,0.285373322,20.0,man
0.4836,,,,792000.0,Yes,,6.110000000000001e-07,,,constant,1.0,4.0,1.0,Yeh/Schum Symmetric,TiO2,20.0,4.23,20.0,man
,4.771,877.1,162.0,792000.0,Yes,6.02e-06,,0.001107449,0.000204545,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,20.0,4.23,20.0,man
0.7169,,,,792000.0,Yes,,9.05e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,400.0,0.285373322,20.0,man
2.8930000000000002,,,,792000.0,Yes,,3.65e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,20.0,4.23,20.0,man
0.0602,,,,792000.0,Yes,,7.599999999999999e-08,,,constant,1.0,4.0,1.0,Yeh/Schum Symmetric,TiO2,2102.0,0.030145732,9.8,man
,0.5942,109.2,20.2,792000.0,Yes,7.5e-07,,0.00013787899999999999,2.55e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,2102.0,0.030145732,9.8,man
0.2175,,,,792000.0,Yes,,2.75e-07,,,constant,1.0,4.0,1.0,Yeh/Schum Symmetric,TiO2,9.8,3.78,9.8,man
,2.146,394.5,72.8,792000.0,Yes,2.71e-06,,0.000498106,9.19e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,9.8,3.78,9.8,man
0.1805,,,,792000.0,Yes,,2.28e-07,,,constant,1.0,12.0,1.0,Yeh/Schum Symmetric,TiO2,2102.0,0.030145732,9.8,man
0.6517,,,,792000.0,Yes,,8.23e-07,,,constant,1.0,12.0,1.0,Yeh/Schum Symmetric,TiO2,9.8,3.78,9.8,man
0.3604,,,,792000.0,Yes,,4.55e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,2102.0,0.030145732,9.8,man
1.301,,,,792000.0,Yes,,1.64e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,9.8,3.78,9.8,man
0.7184,,,,792000.0,Yes,,9.070000000000001e-07,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,2102.0,0.030145732,9.8,man
2.594,,,,792000.0,Yes,,3.28e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,9.8,3.78,9.8,man
0.0801,,,,792000.0,Yes,,1.0099999999999999e-07,,,constant,1.0,4.0,1.0,Yeh/Schum Symmetric,Fe2O3,1239.0,0.111568788,17.2,man
,0.7904,145.3,26.8,792000.0,Yes,9.98e-07,,0.00018346,3.3799999999999995e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Fe2O3,1239.0,0.111568788,17.2,man
0.4409,,,,792000.0,Yes,,5.57e-07,,,constant,1.0,4.0,1.0,Yeh/Schum Symmetric,Fe2O3,17.2,5.24,17.2,man
,4.35,799.6,147.7,792000.0,Yes,5.49e-06,,0.001009596,0.00018649,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Fe2O3,17.2,5.24,17.2,man
0.2401,,,,792000.0,Yes,,3.03e-07,,,constant,1.0,12.0,1.0,Yeh/Schum Symmetric,Fe2O3,1239.0,0.111568788,17.2,man
1.321,,,,792000.0,Yes,,1.67e-06,,,constant,1.0,12.0,1.0,Yeh/Schum Symmetric,Fe2O3,17.2,5.24,17.2,man
0.4794,,,,792000.0,Yes,,6.05e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Fe2O3,1239.0,0.111568788,17.2,man
2.638,,,,792000.0,Yes,,3.33e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Fe2O3,17.2,5.24,17.2,man
0.9556,,,,792000.0,Yes,,1.21e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,Fe2O3,1239.0,0.111568788,17.2,man
5.2589999999999995,,,,792000.0,Yes,,6.64e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,Fe2O3,17.2,5.24,17.2,man
0.1001,,,,792000.0,Yes,,1.26e-07,,,constant,1.0,4.0,1.0,Yeh/Schum Symmetric,ZnO,1680.0,0.139200715,27.7,man
,0.988,181.6,33.5,792000.0,Yes,1.25e-06,,0.000229293,4.23e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,ZnO,1680.0,0.139200715,27.7,man
0.5335,,,,792000.0,Yes,,6.74e-07,,,constant,1.0,4.0,1.0,Yeh/Schum Symmetric,ZnO,27.7,5.6,27.7,man
,5.263,967.6,178.7,792000.0,Yes,6.65e-06,,0.001221717,0.00022563099999999998,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,ZnO,27.7,5.6,27.7,man
0.3001,,,,792000.0,Yes,,3.79e-07,,,constant,1.0,12.0,1.0,Yeh/Schum Symmetric,ZnO,1680.0,0.139200715,27.7,man
1.599,,,,792000.0,Yes,,2.02e-06,,,constant,1.0,12.0,1.0,Yeh/Schum Symmetric,ZnO,27.7,5.6,27.7,man
0.5992,,,,792000.0,Yes,,7.57e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,ZnO,1680.0,0.139200715,27.7,man
3.1919999999999997,,,,792000.0,Yes,,4.03e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,ZnO,27.7,5.6,27.7,man
1.195,,,,792000.0,Yes,,1.51e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,ZnO,1680.0,0.139200715,27.7,man
6.3629999999999995,,,,792000.0,Yes,,8.03e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,ZnO,27.7,5.6,27.7,man
0.708,,,,792000.0,Yes,,8.94e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,396.0,0.198631566,15.0,man
,1.167,214.6,39.6,792000.0,Yes,1.47e-06,,0.00027096,5e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,396.0,0.198631566,15.0,man
2.351,,,,792000.0,Yes,,2.97e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,15.0,3.78,15.0,man
,3.877,712.8,131.6,792000.0,Yes,4.9e-06,,0.0009,0.000166162,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,15.0,3.78,15.0,man
2.112,,,,792000.0,Yes,,2.67e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Ag,90.0,5.353948788,55.0,man
,3.483,640.3,118.2,792000.0,Yes,4.4e-06,,0.00080846,0.000149242,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Ag,90.0,5.353948788,55.0,man
2.783,,,,792000.0,Yes,,3.51e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Ag,55.0,8.34,55.0,man
,4.5889999999999995,843.7,155.8,792000.0,Yes,5.79e-06,,0.001065278,0.000196717,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Ag,55.0,8.34,55.0,man
1.1540000000000001,,,,792000.0,Yes,,1.46e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,192.0,0.27436569899999996,19.0,man
,1.902,349.7,64.6,792000.0,Yes,2.4e-06,,0.00044154,8.159999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,192.0,0.27436569899999996,19.0,man
2.8139999999999996,,,,792000.0,Yes,,3.55e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,19.0,2.2,19.0,man
,4.638999999999999,852.9,157.5,792000.0,Yes,5.86e-06,,0.001076894,0.000198864,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,19.0,2.2,19.0,man
3.162,,,,792000.0,Yes,,3.99e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,26.0,2.123697596,25.0,man
,5.2139999999999995,958.6,177.0,792000.0,Yes,6.58e-06,,0.0012103539999999999,0.000223485,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,26.0,2.123697596,25.0,man
3.137,,,,792000.0,Yes,,3.96e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,25.0,2.2,25.0,man
,5.172000000000001,950.9,175.6,792000.0,Yes,6.53e-06,,0.001200631,0.00022171700000000002,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,25.0,2.2,25.0,man
6.303999999999999,,,,792000.0,Yes,,7.96e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,26.0,2.123697596,25.0,man
6.252999999999999,,,,792000.0,Yes,,7.9e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,25.0,2.2,25.0,man
3.1010000000000004,,,,792000.0,Yes,,3.92e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,40.0,2.2,40.0,man
,5.114,940.1,173.6,792000.0,Yes,6.46e-06,,0.001186995,0.000219192,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Amorphous SiO2,40.0,2.2,40.0,man
6.183,,,,792000.0,Yes,,7.81e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,Amorphous SiO2,40.0,2.2,40.0,man
1.871,,,,792000.0,Yes,,2.36e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,101.0,0.984868228,20.0,man
,3.0860000000000003,567.3,104.7,792000.0,Yes,3.9e-06,,0.000716288,0.000132197,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,101.0,0.984868228,20.0,man
3.73,,,,792000.0,Yes,,4.71e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,101.0,0.984868228,20.0,man
5.768,,,,792000.0,Yes,,7.28e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,TiO2,20.0,4.23,20.0,man
0.106,,,,792000.0,Yes,,1.34e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,TiO2,318.0,0.511867313,21.0,man
,1.395,256.4,47.3,792000.0,Yes,1.76e-06,,0.000323737,5.9699999999999994e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,318.0,0.511867313,21.0,man
0.3713,,,,792000.0,Yes,,4.69e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,TiO2,21.0,4.23,21.0,man
,4.883,897.8,165.8,792000.0,Yes,6.17e-06,,0.001133586,0.000209343,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,21.0,4.23,21.0,man
0.8457,,,,792000.0,Yes,,1.07e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,318.0,0.511867313,21.0,man
2.9619999999999997,,,,792000.0,Yes,,3.74e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,21.0,4.23,21.0,man
0.0959,,,,792000.0,Yes,,1.2099999999999998e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,TiO2,567.0,0.8046967070000001,8.0,man
,1.261,231.9,42.8,792000.0,Yes,1.59e-06,,0.000292803,5.4000000000000005e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,567.0,0.8046967070000001,8.0,man
0.1037,,,,792000.0,Yes,,1.31e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,TiO2,8.0,3.78,8.0,man
,1.364,250.8,46.3,792000.0,Yes,1.72e-06,,0.000316667,5.85e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,8.0,3.78,8.0,man
0.7649,,,,792000.0,Yes,,9.66e-07,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,567.0,0.8046967070000001,8.0,man
0.8275,,,,792000.0,Yes,,1.04e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,8.0,3.78,8.0,man
0.1186,,,,792000.0,Yes,,1.5e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,TiO2,286.0,1.0776603120000001,100.0,man
,1.56,286.8,53.0,792000.0,Yes,1.97e-06,,0.00036212099999999997,6.69e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,286.0,1.0776603120000001,100.0,man
0.2456,,,,792000.0,Yes,,3.1e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,TiO2,100.0,3.78,100.0,man
,3.2310000000000003,594.0,109.7,792000.0,Yes,4.08e-06,,0.00075,0.00013851,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,TiO2,100.0,3.78,100.0,man
0.9462,,,,792000.0,Yes,,1.19e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,286.0,1.0776603120000001,100.0,man
1.959,,,,792000.0,Yes,,2.47e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,100.0,3.78,100.0,man
0.1333,,,,792000.0,Yes,,1.68e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,CeO2,233.0,1.2674680109999998,29.0,man
,1.7530000000000001,322.3,59.5,792000.0,Yes,2.21e-06,,0.000406944,7.509999999999998e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,233.0,1.2674680109999998,29.0,man
0.4018,,,,792000.0,Yes,,5.070000000000001e-07,,,constant,1.0,3.0,1.0,Yeh/Schum Symmetric,CeO2,29.0,7.2,29.0,man
,5.285,971.6,179.4,792000.0,Yes,6.67e-06,,0.001226768,0.000226515,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,29.0,7.2,29.0,man
1.063,,,,792000.0,Yes,,1.34e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,233.0,1.2674680109999998,29.0,man
3.205,,,,792000.0,Yes,,4.05e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,CeO2,29.0,7.2,29.0,man
1.052,,,,792000.0,Yes,,1.33e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CeO2,940.0,0.17377990699999998,15.0,man
,0.8699,159.9,29.5,792000.0,Yes,1.1e-06,,0.00020189400000000002,3.72e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,940.0,0.17377990699999998,15.0,man
4.687,,,,792000.0,Yes,,5.92e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CeO2,15.0,7.2,15.0,man
,3.877,712.7,131.6,792000.0,Yes,4.9e-06,,0.0008998739999999999,0.000166162,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,15.0,7.2,15.0,man
1.0290000000000001,,,,792000.0,Yes,,1.3e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CeO2,1072.0,0.154397165,15.0,man
,0.8508,156.4,28.9,792000.0,Yes,1.07e-06,,0.000197475,3.65e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,1072.0,0.154397165,15.0,man
1.056,,,,792000.0,Yes,,1.33e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CeO2,1833.0,0.095272686,15.0,man
,0.8737,160.6,29.7,792000.0,Yes,1.1e-06,,0.000202778,3.75e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,1833.0,0.095272686,15.0,man
1.34,,,,792000.0,Yes,,1.69e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CuO,672.0,0.485633415,40.0,man
,1.1079999999999999,203.8,37.6,792000.0,Yes,1.4e-06,,0.000257323,4.7499999999999996e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CuO,672.0,0.485633415,40.0,man
6.191,,,,792000.0,Yes,,7.82e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CuO,40.0,6.153,40.0,man
,5.12,941.3,173.8,792000.0,Yes,6.46e-06,,0.00118851,0.000219444,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CuO,40.0,6.153,40.0,man
1.32,,,,792000.0,Yes,,1.67e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CuO,815.0,0.408224494,40.0,man
,1.092,200.8,37.1,792000.0,Yes,1.38e-06,,0.000253535,4.68e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CuO,815.0,0.408224494,40.0,man
1.337,,,,792000.0,Yes,,1.69e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CuO,1131.0,0.303965688,40.0,man
,1.1059999999999999,203.4,37.6,792000.0,Yes,1.4e-06,,0.00025681799999999997,4.7499999999999996e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CuO,1131.0,0.303965688,40.0,man
1.3659999999999999,,,,792000.0,Yes,,1.72e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CeO2,642.0,0.525063962,35.0,man
,1.13,207.7,38.4,792000.0,Yes,1.43e-06,,0.000262247,4.85e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,642.0,0.525063962,35.0,man
6.347,,,,792000.0,Yes,,8.01e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CeO2,35.0,7.2,35.0,man
,5.25,965.2,178.2,792000.0,Yes,6.63e-06,,0.001218687,0.000225,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,35.0,7.2,35.0,man
1.357,,,,792000.0,Yes,,1.71e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CeO2,1116.0,0.319224313,35.0,man
,1.122,206.3,38.1,792000.0,Yes,1.42e-06,,0.00026048,4.8100000000000004e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,1116.0,0.319224313,35.0,man
1.452,,,,792000.0,Yes,,1.83e-06,,,constant,1.0,48.0,1.0,Yeh/Schum Symmetric,CeO2,1470.0,0.249119736,35.0,man
,1.2009999999999998,220.8,40.8,792000.0,Yes,1.52e-06,,0.000278788,5.15e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,CeO2,1470.0,0.249119736,35.0,man
1.327,,,,792000.0,Yes,,1.68e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Ag,168.57,2.026399326,35.0,man
,2.188,402.2,74.3,792000.0,Yes,2.76e-06,,0.000507828,9.379999999999999e-05,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Ag,168.57,2.026399326,35.0,man
3.185,,,,792000.0,Yes,,4.02e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,Ag,35.0,8.34,35.0,man
,5.251,965.4,178.3,792000.0,Yes,6.63e-06,,0.001218939,0.00022512599999999997,constant,5.0,8.0,1820.0,Yeh/Schum Symmetric,Ag,35.0,8.34,35.0,man
0.3325,,,,792000.0,Yes,,4.2e-07,,,constant,1.0,6.0,1.0,Yeh/Schum Symmetric,Ag,168.57,2.026399326,35.0,man
0.7981,,,,792000.0,Yes,,1.01e-06,,,constant,1.0,6.0,1.0,Yeh/Schum Symmetric,Ag,35.0,8.34,35.0,man
1.177,,,,792000.0,Yes,,1.49e-06,,,constant,1.0,24.0,1.0,Yeh/Schum Symmetric,TiO2,191.57,0.821241982,31.0,man
